frase_id,Frase,Nombre,Link,Cat1
0,Un amigo es uno que lo sabe todo de ti y a pesar de ello te quiere.,Elbert Hubbard,https://es.wikipedia.org/wiki/Elbert_Hubbard,SENTIMIENTOS
1,"Si sientes que todo perdió su sentido, siempre habrá un ¨te quiero¨, siempre habrá un amigo.",Emerson,https://es.wikipedia.org/wiki/Emerson,SENTIMIENTOS
2,"La amistad es más difícil y más rara que el amor. Por eso, hay que salvarla como sea.",Alberto Moravia,https://es.wikipedia.org/wiki/Alberto_Moravia,SENTIMIENTOS
3,Ama hasta que te duela. Si te duele es buena señal.,Madre Teresa de Calcuta,https://es.wikipedia.org/wiki/Teresa_de_Calcuta,SENTIMIENTOS
4,"Un hermano puede no ser un amigo, pero un amigo será siempre un hermano.",Demetrio de Falero,https://es.wikipedia.org/wiki/Demetrio_de_Falero,SENTIMIENTOS
5,"Te amo para amarte y no para ser amado, puesto que nada me place tanto como verte a ti feliz.",George Sand,https://es.wikipedia.org/wiki/George_Sand,SENTIMIENTOS
6,"En un beso, sabrás todo lo que he callado.",Pablo Neruda,https://es.wikipedia.org/wiki/Pablo_Neruda,SENTIMIENTOS
7,"No olvides nunca que el primer beso no se da con la boca, sino con los ojos.",O. K. Bernhardt Escritor alemán.,https://es.wikipedia.org/w/index.php?title=Especial:Buscar&search=O.+K.+Bernhardt+Escritor+alem%C3%A1n.&go=Go&ns0=1&ns100=1&ns104=1,SENTIMIENTOS
8,"Cuando mi voz calle con la muerte, mi corazón te seguirá hablando.",Rabindranath Tagore,https://es.wikipedia.org/wiki/Rabindranath_Tagore,SENTIMIENTOS
9,La amistad es un alma que habita en dos cuerpos; un corazón que habita en dos almas.,Aristóteles,https://es.wikipedia.org/wiki/Arist%C3%B3teles,SENTIMIENTOS
10,El amor es: el dolor de vivir lejos del ser amado.,Anónimo,https://es.wikipedia.org/wiki/Seudonimato_y_anonimato,SENTIMIENTOS
11,El que busca un amigo sin defectos se queda sin amigos.,Proverbio turco,https://es.wikipedia.org/w/index.php?title=Especial:Buscar&search=Proverbio+turco&go=Go&ns0=1&ns100=1&ns104=1,SENTIMIENTOS
12,Uno está enamorado cuando se da cuenta de que otra persona es única.,Jorge Luis Borges,https://es.wikipedia.org/wiki/Jorge_Luis_Borges,SENTIMIENTOS
13,"Por muy larga que sea la tormenta, el sol siempre vuelve a brillar entre las nubes.",Khalil Gibran,https://es.wikipedia.org/wiki/Yibr%C3%A1n_Jalil_Yibr%C3%A1n,SENTIMIENTOS
14,"El verdadero amor es como los espíritus: todos hablan de ellos, pero pocos los han visto.",François de La Rochefoucauld,https://es.wikipedia.org/wiki/Fran%C3%A7ois_de_La_Rochefoucauld,SENTIMIENTOS
15,Los verdaderos amigos se tienen que enfadar de vez en cuando.,Louis Pasteur,https://es.wikipedia.org/wiki/Louis_Pasteur,PENSAMIENTO Y RAZÓN
16,La posibilidad de realizar un sueño es lo que hace que la vida sea interesante.,Paulo Coelho,https://es.wikipedia.org/wiki/Paulo_Coelho,SENTIMIENTOS
17,"Amar no es solamente querer, es sobre todo comprender.",Françoise Sagan,https://es.wikipedia.org/wiki/Fran%C3%A7oise_Sagan,TIEMPO
18,"Lo pasado ha huido, lo que esperas está ausente, pero el presente es tuyo.",Proverbio árabe,https://es.wikipedia.org/w/index.php?title=Especial:Buscar&search=Proverbio+%C3%A1rabe&go=Go&ns0=1&ns100=1&ns104=1,SENTIMIENTOS
19,"Lo bueno de los años es que curan heridas, lo malo de los besos es que crean adicción.",Joaquín Sabina,https://es.wikipedia.org/wiki/Joaqu%C3%ADn_Sabina,SENTIMIENTOS
20,Ni la ausencia ni el tiempo son nada cuando se ama.,Alfred de Musset,https://es.wikipedia.org/wiki/Alfred_de_Musset,SENTIMIENTOS
21,"La verdadera amistad es como la fosforescencia, resplandece mejor cuando todo se ha oscurecido.",Rabindranath Tagore,https://es.wikipedia.org/wiki/Rabindranath_Tagore,SENTIMIENTOS
22,Los amigos que tienes y cuya amistad ya has puesto a prueba / engánchalos a tu alma con ganchos de acero.,William Shakespeare,https://es.wikipedia.org/wiki/William_Shakespeare,SENTIMIENTOS
23,La amistad duplica las alegrías y divide las angustias por la mitad.,Sir Francis Bacon,https://es.wikipedia.org/wiki/Francis_Bacon,NATURALEZA
24,"Cuando la vida te presente razones para llorar, demuéstrale que tienes mil y una razones para reír.",Anónimo,https://es.wikipedia.org/wiki/Seudonimato_y_anonimato,SENTIMIENTOS
25,"El que ha conocido sólo a su mujer y la ha amado, sabe más de mujeres que el que ha conocido mil.",Leon Tolstoi,https://es.wikipedia.org/wiki/Le%C3%B3n_Tolst%C3%B3i,SENTIMIENTOS
26,El más difícil no es el primer beso sino el último.,Paul Géraldy,https://es.wikipedia.org/wiki/Paul_G%C3%A9raldy,SENTIMIENTOS
27,"Lo que hoy siente tu corazón, mañana lo entenderá tu cabeza.",Anónimo,https://es.wikipedia.org/wiki/Seudonimato_y_anonimato,SENTIMIENTOS
28,La señal de que no amamos a alguien es que no le damos todo lo mejor que hay en nosotros.,Paul Claudel,https://es.wikipedia.org/wiki/Paul_Claudel,PENSAMIENTO Y RAZÓN
29,Nunca desistas de un sueño. Sólo trata de ver las señales que te lleven a él.,Paulo Coelho,https://es.wikipedia.org/wiki/Paulo_Coelho,SENTIMIENTOS
30,Amar no es mirarse el uno al otro; es mirar juntos en la misma dirección.,Antoine de Saint-Exupéry,https://es.wikipedia.org/wiki/Antoine_de_Saint-Exup%C3%A9ry,SENTIMIENTOS
31,"El hombre y la mujer han nacido para amarse, pero no para vivir juntos. Los amantes célebres de la historia vivieron siempre separados.",Noel Clarasó,https://es.wikipedia.org/wiki/Noel_Claras%C3%B3,SENTIMIENTOS
32,Todos somos muy ignorantes. Lo que ocurre es que no todos ignoramos las mismas cosas.,Albert Einstein,https://es.wikipedia.org/wiki/Albert_Einstein,SENTIMIENTOS
33,Amar es encontrar en la felicidad de otro tu propia felicidad.,Gottfried Leibniz,https://es.wikipedia.org/wiki/Gottfried_Leibniz,SENTIMIENTOS
34,Conocer el amor de los que amamos es el fuego que alimenta la vida.,Pablo Neruda,https://es.wikipedia.org/wiki/Pablo_Neruda,SENTIMIENTOS
35,El verdadero amigo es aquel que a pesar de saber como eres te quiere.,Anónimo,https://es.wikipedia.org/wiki/Seudonimato_y_anonimato,SENTIMIENTOS
36,Felicidad no es hacer lo que uno quiere sino querer lo que uno hace.,Jean Paul Sartre,https://es.wikipedia.org/wiki/Jean-Paul_Sartre,SENTIMIENTOS
37,"Las cartas de amor se escriben empezando sin saber lo que se va a decir, y se terminan sin saber lo que se ha dicho.",Jean Jacques Rousseau,https://es.wikipedia.org/wiki/Jean-Jacques_Rousseau,SENTIMIENTOS
38,La gente se arregla todos los días el cabello. ¿Por qué no el corazón?,Proverbio chino,https://es.wikipedia.org/w/index.php?title=Especial:Buscar&search=Proverbio+chino&go=Go&ns0=1&ns100=1&ns104=1,NATURALEZA
39,Quien habla mal de mí a mis espaldas mi culo contempla.,Winston Churchill,https://es.wikipedia.org/wiki/Winston_Churchill,NATURALEZA
40,Si lo que vas a decir no es más bello que el silencio: no lo digas.,Proverbio árabe,https://es.wikipedia.org/w/index.php?title=Especial:Buscar&search=Proverbio+%C3%A1rabe&go=Go&ns0=1&ns100=1&ns104=1,SENTIMIENTOS
41,Un beso legal nunca vale tanto como un beso robado.,Guy de Maupassant,https://es.wikipedia.org/wiki/Guy_de_Maupassant,SENTIMIENTOS
42,Es más fácil quedar bien como amante que como marido; porque es más fácil ser oportuno e ingenioso de vez en cuando que todos los días.,Honoré de Balzac,https://es.wikipedia.org/wiki/Honor%C3%A9_de_Balzac,SENTIMIENTOS
43,"La mayor declaración de amor es la que no se hace; el hombre que siente mucho, habla poco.",Platón,https://es.wikipedia.org/wiki/Plat%C3%B3n,MISCELÁNEA
44,"La primera vez que me engañes, será culpa tuya; la segunda vez, la culpa será mía.",Proverbio árabe,https://es.wikipedia.org/w/index.php?title=Especial:Buscar&search=Proverbio+%C3%A1rabe&go=Go&ns0=1&ns100=1&ns104=1,ARTE
45,"Un libro abierto es un cerebro que habla; cerrado un amigo que espera; olvidado, un alma que perdona; destruido, un corazón que llora.",Proverbio hindú,https://es.wikipedia.org/w/index.php?title=Especial:Buscar&search=Proverbio+hind%C3%BA&go=Go&ns0=1&ns100=1&ns104=1,SENTIMIENTOS
46,"El alma que hablar puede con los ojos, también puede besar con la mirada.",Gustavo Adolfo Bécquer,https://es.wikipedia.org/wiki/Gustavo_Adolfo_B%C3%A9cquer,SENTIMIENTOS
47,Amistad que acaba no había comenzado.,Publio Siro,https://es.wikipedia.org/wiki/Publilio_Siro,TIEMPO
48,"El futuro tiene muchos nombres. Para los débiles es lo inalcanzable. Para los temerosos, lo desconocido. Para los valientes es la oportunidad.",Victor Hugo,https://es.wikipedia.org/wiki/Victor_Hugo,SENTIMIENTOS
49,"La felicidad es interior, no exterior; por lo tanto, no depende de lo que tenemos, sino de lo que somos.",Henry Van Dyke,https://es.wikipedia.org/wiki/Henry_van_Dyke,CUALIDADES
50,"El ignorante afirma, el sabio duda y reflexiona.",Aristóteles,https://es.wikipedia.org/wiki/Arist%C3%B3teles,SENTIMIENTOS
51,"Hay que escuchar a la cabeza, pero dejar hablar al corazón.",Marguerite Yourcenar,https://es.wikipedia.org/wiki/Marguerite_Yourcenar,SENTIMIENTOS
52,"En el corazón de todos los inviernos vive una primavera palpitante, y detrás de cada noche, viene una aurora sonriente.",Khalil Gibran,https://es.wikipedia.org/wiki/Yibr%C3%A1n_Jalil_Yibr%C3%A1n,CUALIDADES
53,Quien no comprende una mirada tampoco comprenderá una larga explicación.,Proverbio árabe,https://es.wikipedia.org/w/index.php?title=Especial:Buscar&search=Proverbio+%C3%A1rabe&go=Go&ns0=1&ns100=1&ns104=1,SENTIMIENTOS
54,"Cuando quieres realmente una cosa, todo el Universo conspira para ayudarte a conseguirla.",Paulo Coelho,https://es.wikipedia.org/wiki/Paulo_Coelho,CUALIDADES
55,La paciencia es un árbol de raíz amarga pero de frutos muy dulces.,Proverbio persa,https://es.wikipedia.org/w/index.php?title=Especial:Buscar&search=Proverbio+persa&go=Go&ns0=1&ns100=1&ns104=1,SENTIMIENTOS
56,Puede uno amar sin ser feliz; puede uno ser feliz sin amar; pero amar y ser feliz es algo prodigioso.,Honoré de Balzac,https://es.wikipedia.org/wiki/Honor%C3%A9_de_Balzac,CUALIDADES
57,"Si te caes siete veces, levántate ocho.",Proverbio chino,https://es.wikipedia.org/w/index.php?title=Especial:Buscar&search=Proverbio+chino&go=Go&ns0=1&ns100=1&ns104=1,SENTIMIENTOS
58,Sólo una cosa vuelve un sueño imposible: el miedo a fracasar.,Paulo Coelho,https://es.wikipedia.org/wiki/Paulo_Coelho,SENTIMIENTOS
59,"El que es celoso, no es nunca celoso por lo que ve; con lo que se imagina basta.",Jacinto Benavente,https://es.wikipedia.org/wiki/Jacinto_Benavente,SENTIMIENTOS
60,Quien bien te quiere te hará llorar.,Refrán,https://es.wikipedia.org/wiki/Refr%C3%A1n,SENTIMIENTOS
61,"Al primer amor se le quiere más, a los otros se les quiere mejor.",Antoine de Saint-Exupéry,https://es.wikipedia.org/wiki/Antoine_de_Saint-Exup%C3%A9ry,SENTIMIENTOS
62,"Duda que sean fuego las estrellas, duda que el sol se mueva, duda que la verdad sea mentira, pero no dudes jamás de que te amo.",William Shakespeare,https://es.wikipedia.org/wiki/William_Shakespeare,CUALIDADES
63,Las grandes almas tienen voluntades; las débiles tan solo deseos.,Proverbio chino,https://es.wikipedia.org/w/index.php?title=Especial:Buscar&search=Proverbio+chino&go=Go&ns0=1&ns100=1&ns104=1,SENTIMIENTOS
64,"Ama como puedas, ama a quien puedas, ama todo lo que puedas. No te preocupes de la finalidad de tu amor.",Amado Nervo,https://es.wikipedia.org/wiki/Amado_Nervo,SENTIMIENTOS
65,"Cuando se habla de estar enamorado como un loco se exagera; en general, se está enamorado como un tonto.",Noel Clarasó,https://es.wikipedia.org/wiki/Noel_Claras%C3%B3,SENTIMIENTOS
66,"No existe el amor, sino las pruebas de amor, y la prueba de amor a aquel que amamos es dejarlo vivir libremente.",Anónimo,https://es.wikipedia.org/wiki/Seudonimato_y_anonimato,SENTIMIENTOS
67,"Nunca consideres el estudio como una obligación, sino como una oportunidad para penetrar en el bello y maravilloso mundo del saber.",Albert Einstein,https://es.wikipedia.org/wiki/Albert_Einstein,MISCELÁNEA
68,Siembra un acto y cosecharás un hábito. Siembra un hábito y cosecharás un carácter. Siembra un carácter y cosecharás un destino.,Charles Reade,https://es.wikipedia.org/wiki/Charles_Reade,SENTIMIENTOS
69,El verdadero amor no es otra cosa que el deseo inevitable de ayudar al otro para que sea quien es.,Jorge Bucay,https://es.wikipedia.org/wiki/Jorge_Bucay,SENTIMIENTOS
70,"Si buscas resultados distintos, no hagas siempre lo mismo.",Albert Einstein,https://es.wikipedia.org/wiki/Albert_Einstein,SENTIMIENTOS
71,"Lo malo del amigo es que nos dice las cosas desagradables a la cara; el enemigo las dice a nuestras espaldas y como no nos enteramos, nada ocurre.",Alfred de Musset,https://es.wikipedia.org/wiki/Alfred_de_Musset,SENTIMIENTOS
72,"Los amigos son como la sangre, cuando se está herido acuden sin que se los llame.",Anónimo,https://es.wikipedia.org/wiki/Seudonimato_y_anonimato,SENTIMIENTOS
73,"La mujer perdona las infidelidades, pero no las olvida. El hombre olvida las infidelidades, pero no las perdona.",Severo Catalina,https://es.wikipedia.org/wiki/Severo_Catalina,SENTIMIENTOS
74,"Un hombre de noble corazón irá muy lejos, guiado por la palabra gentil de una mujer.",Goethe,https://es.wikipedia.org/wiki/Johann_Wolfgang_von_Goethe,NATURALEZA
75,"Al final, lo que importa no son los años de vida, sino la vida de los años.",Abraham Lincoln,https://es.wikipedia.org/wiki/Abraham_Lincoln,TIEMPO
76,"La memoria del corazón elimina los malos recuerdos y magnifica los buenos, y gracias a ese artificio, logramos sobrellevar el pasado.",Gabriel García Márquez,https://es.wikipedia.org/wiki/Gabriel_Garc%C3%ADa_M%C3%A1rquez,SENTIMIENTOS
77,"Un corazón es una riqueza que no se vende ni se compra, pero que se regala.",Gustave Flaubert,https://es.wikipedia.org/wiki/Gustave_Flaubert,PENSAMIENTO Y RAZÓN
78,"No que me hayas mentido, que ya no pueda creerte, eso me aterra.",Friedrich Nietzsche,https://es.wikipedia.org/wiki/Friedrich_Nietzsche,SENTIMIENTOS
79,El que no tiene celos no está enamorado.,San Agustín,https://es.wikipedia.org/wiki/Agust%C3%ADn_de_Hipona,SENTIMIENTOS
80,"Tómate tiempo en escoger un amigo, pero sé más lento aún en cambiarlo.",Benjamin Franklin,https://es.wikipedia.org/wiki/Benjamin_Franklin,SENTIMIENTOS
81,¿Qué cosa más grande que tener a alguien con quien te atrevas a hablar como contigo mismo?,Cicerón,https://es.wikipedia.org/wiki/Cicer%C3%B3n,CUALIDADES
82,"No basta saber, se debe también aplicar. No es suficiente querer, se debe también hacer.",Goethe,https://es.wikipedia.org/wiki/Johann_Wolfgang_von_Goethe,NATURALEZA
83,"La vida es muy peligrosa. No por las personas que hacen el mal, sino por las que se sientan a ver lo que pasa.",Albert Einstein,https://es.wikipedia.org/wiki/Albert_Einstein,PENSAMIENTO Y RAZÓN
84,"La memoria es como el mal amigo; cuando más falta te hace, te falla.",Refrán,https://es.wikipedia.org/wiki/Refr%C3%A1n,CUALIDADES
85,Exígete mucho a ti mismo y espera poco de los demás. Así te ahorrarás disgustos.,Confucio,https://es.wikipedia.org/wiki/Confucio,DEFECTOS
86,Hay dos cosas infinitas: el Universo y la estupidez humana. Y del Universo no estoy seguro.,Albert Einstein,https://es.wikipedia.org/wiki/Albert_Einstein,SENTIMIENTOS
87,"Amor, cuántos caminos hasta llegar a un beso, ¡qué soledad errante hasta tu compañía!",Pablo Neruda,https://es.wikipedia.org/wiki/Pablo_Neruda,SOCIEDAD
88,"Antes de poner en duda el buen juicio de tu mujer, fíjate con quien se ha casado ella.",Proverbio egipcio,https://es.wikipedia.org/w/index.php?title=Especial:Buscar&search=Proverbio+egipcio&go=Go&ns0=1&ns100=1&ns104=1,SENTIMIENTOS
89,"Los hombres engañan más que las mujeres; las mujeres, mejor.",Joaquín Sabina,https://es.wikipedia.org/wiki/Joaqu%C3%ADn_Sabina,PENSAMIENTO Y RAZÓN
90,La verdad se corrompe tanto con la mentira como con el silencio.,Cicerón,https://es.wikipedia.org/wiki/Cicer%C3%B3n,SENTIMIENTOS
91,"Besos que vienen riendo, luego llorando se van, y en ellos se va la vida, que nunca más volverá.",Miguel de Unamuno,https://es.wikipedia.org/wiki/Miguel_de_Unamuno,SENTIMIENTOS
92,"En la vida no hay premios ni castigos, sino consecuencias.",Robert Green Ingersoll,https://es.wikipedia.org/wiki/Robert_G._Ingersoll,NATURALEZA
93,El verdadero secreto de la felicidad consiste en exigir mucho de sí mismo y muy poco de los otros.,Albert Guinon,https://es.wikipedia.org/w/index.php?title=Especial:Buscar&search=Albert+Guinon&go=Go&ns0=1&ns100=1&ns104=1,CUALIDADES
94,La vida es aquello que te va sucediendo mientras te empeñas en hacer otros planes.,John Lennon,https://es.wikipedia.org/wiki/John_Lennon,NATURALEZA
95,"A veces podemos pasarnos años sin vivir en absoluto, y de pronto toda nuestra vida se concentra en un solo instante.",Oscar Wilde,https://es.wikipedia.org/wiki/Oscar_Wilde,SENTIMIENTOS
96,El mundo entero se aparta cuando ve pasar a un hombre que sabe adónde va.,Antoine de Saint-Exupéry,https://es.wikipedia.org/wiki/Antoine_de_Saint-Exup%C3%A9ry,NATURALEZA
97,No existe nada más interesante que la conversación de dos amantes que permanecen callados.,Achile Tournier,https://es.wikipedia.org/w/index.php?title=Especial:Buscar&search=Achile+Tournier&go=Go&ns0=1&ns100=1&ns104=1,SENTIMIENTOS
98,"Estar preparado es importante, saber esperar lo es aún más, pero aprovechar el momento adecuado es la clave de la vida.",Arthur Schnitzler,https://es.wikipedia.org/wiki/Arthur_Schnitzler,SOCIEDAD
99,"Si no recuerdas la más ligera locura en que el amor te hizo caer, no has amado.",William Shakespeare,https://es.wikipedia.org/wiki/William_Shakespeare,CUALIDADES
100,Las cadenas de la esclavitud solamente atan las manos: es la mente lo que hace al hombre libre o esclavo.,Franz Grillparzer,https://es.wikipedia.org/wiki/Franz_Grillparzer,SENTIMIENTOS
101,Lo que sabemos es una gota de agua; lo que ignoramos es el océano.,Isaac Newton,https://es.wikipedia.org/wiki/Isaac_Newton,CUALIDADES
102,"Es duro, es doloroso, no ser amado cuando se ama todavía, pero es bastante más duro ser todavía amado cuando ya no se ama.",Benjamin Constant,https://es.wikipedia.org/wiki/Benjamin_Constant,NATURALEZA
103,Comienza a manifestarse la madurez cuando sentimos que nuestra preocupación es mayor por los demás que por nosotros mismos.,Albert Einstein,https://es.wikipedia.org/wiki/Albert_Einstein,SENTIMIENTOS
104,"A veces sentimos que lo que hacemos es tan solo una gota en el mar, pero el mar sería menos si le faltara una gota.",Madre Teresa de Calcuta,https://es.wikipedia.org/wiki/Teresa_de_Calcuta,NATURALEZA
105,"Si supiera que el mundo se acaba mañana, yo, hoy todavía, plantaría un árbol.",Martin Luther King,https://es.wikipedia.org/wiki/Martin_Luther_King,SENTIMIENTOS
106,Los hombres que no perdonan a las mujeres sus pequeños defectos jamás disfrutarán de sus grandes virtudes.,Khalil Gibran,https://es.wikipedia.org/wiki/Yibr%C3%A1n_Jalil_Yibr%C3%A1n,SENTIMIENTOS
107,No sabrás todo lo que valgo hasta que no pueda ser junto a ti todo lo que soy.,Gregorio Marañón,https://es.wikipedia.org/wiki/Gregorio_Mara%C3%B1%C3%B3n,SENTIMIENTOS
108,Un hombre puede ser feliz con cualquier mujer mientras que no la ame.,Oscar Wilde,https://es.wikipedia.org/wiki/Oscar_Wilde,CUALIDADES
109,Nuestra amistad no depende de cosas como el espacio y el tiempo.,Richard Bach,https://es.wikipedia.org/wiki/Richard_Bach,MISCELÁNEA
110,"Callando es como se aprende a oír; oyendo es como se aprende a hablar; y luego, hablando se aprende a callar.",Diógenes Laercio,https://es.wikipedia.org/wiki/Di%C3%B3genes_Laercio,PENSAMIENTO Y RAZÓN
111,"Ayuda a tus semejantes a levantar su carga, pero no te consideres obligado a llevársela.",Pitágoras de Samos,https://es.wikipedia.org/wiki/Pit%C3%A1goras,PENSAMIENTO Y RAZÓN
112,"Si no actúas como piensas, vas a terminar pensando como actúas.",Blaise Pascal,https://es.wikipedia.org/wiki/Blaise_Pascal,CUALIDADES
113,"El sabio no dice todo lo que piensa, pero siempre piensa todo lo que dice.",Aristóteles,https://es.wikipedia.org/wiki/Arist%C3%B3teles,SENTIMIENTOS
114,¡Caer está permitido. Levantarse es obligatorio!.,Proverbio ruso,https://es.wikipedia.org/w/index.php?title=Especial:Buscar&search=Proverbio+ruso&go=Go&ns0=1&ns100=1&ns104=1,NATURALEZA
115,Mi felicidad consiste en que sé apreciar lo que tengo y no deseo con exceso lo que no tengo.,Leon Tolstoi,https://es.wikipedia.org/wiki/Le%C3%B3n_Tolst%C3%B3i,SENTIMIENTOS
116,"Aprendí que no se puede dar marcha atrás, que la esencia de la vida es ir hacia adelante. La vida, en realidad, es una calle de sentido único.",Agatha Christie,https://es.wikipedia.org/wiki/Agatha_Christie,SENTIMIENTOS
117,La amistad no puede ir muy lejos cuando ni unos ni otros están dispuestos a perdonarse los pequeños defectos.,Jean de la Bruyere,https://es.wikipedia.org/wiki/Jean_de_La_Bruy%C3%A8re,SENTIMIENTOS
118,"A un gran corazón, ninguna ingratitud lo cierra, ninguna indiferencia lo cansa.",Leon Tolstoi,https://es.wikipedia.org/wiki/Le%C3%B3n_Tolst%C3%B3i,NATURALEZA
119,La risa es el sol que ahuyenta el invierno del rostro humano.,Victor Hugo,https://es.wikipedia.org/wiki/Victor_Hugo,MISCELÁNEA
120,"La vida no se ha hecho para comprenderla, sino para vivirla.",George Santayana,https://es.wikipedia.org/wiki/George_Santayana,SENTIMIENTOS
121,"Si lloras por haber perdido el sol, las lágrimas no te dejarán ver las estrellas.",Rabindranath Tagore,https://es.wikipedia.org/wiki/Rabindranath_Tagore,SOCIEDAD
122,"Las mujeres han sido hechas para ser amadas, no para ser comprendidas.",Oscar Wilde,https://es.wikipedia.org/wiki/Oscar_Wilde,SENTIMIENTOS
123,Es prudente no fiarse por entero de quienes nos han engañado una vez.,René Descartes,https://es.wikipedia.org/wiki/Ren%C3%A9_Descartes,PENSAMIENTO Y RAZÓN
124,Cuando alguien desea algo debe saber que corre riesgos y por eso la vida vale la pena.,Paulo Coelho,https://es.wikipedia.org/wiki/Paulo_Coelho,SENTIMIENTOS
125,"La suprema felicidad de la vida es saber que eres amado por ti mismo o, más exactamente, a pesar de ti mismo.",Victor Hugo,https://es.wikipedia.org/wiki/Victor_Hugo,SENTIMIENTOS
126,La felicidad es la certeza de no sentirse perdido.,Jorge Bucay,https://es.wikipedia.org/wiki/Jorge_Bucay,SENTIMIENTOS
127,"Nos equivocamos a menudo en el amor, a menudo herido, a menudo infeliz, pero soy yo quien vivió, y no un ser ficticio, creado por mi orgullo.",George Sand,https://es.wikipedia.org/wiki/George_Sand,SENTIMIENTOS
128,No hay nostalgia peor que añorar lo que nunca jamás sucedió.,Joaquín Sabina,https://es.wikipedia.org/wiki/Joaqu%C3%ADn_Sabina,SENTIMIENTOS
129,La peor de las prisiones sería un corazón cerrado y endurecido.,Juan Pablo II,https://es.wikipedia.org/wiki/Juan_Pablo_II,CUALIDADES
130,"Si ayudo a una sola persona a tener esperanza, no habré vivido en vano.",Martin Luther King,https://es.wikipedia.org/wiki/Martin_Luther_King,SENTIMIENTOS
131,"Procuro ser siempre muy puntual, pues he observado que los defectos de una persona se reflejan muy vivamente en la memoria de quien la espera.",Nicolas Boileau,https://es.wikipedia.org/wiki/Nicol%C3%A1s_Boileau,SOCIEDAD
132,"El corazón humano es un instrumento de muchas cuerdas; el perfecto conocedor de los hombres las sabe hacer vibrar todas, como un buen músico.",Charles Dickens,https://es.wikipedia.org/wiki/Charles_Dickens,SENTIMIENTOS
133,"La política es el arte de buscar problemas, encontrarlos, hacer un diagnóstico falso y aplicar después los remedios equivocados.",Groucho Marx,https://es.wikipedia.org/wiki/Groucho_Marx,SENTIMIENTOS
134,"Todos los problemas tienen la misma raíz: el miedo, que desaparece gracias al amor; pero el amor nos da miedo.",Anónimo,https://es.wikipedia.org/wiki/Seudonimato_y_anonimato,CUALIDADES
135,"Hay que ser infiel, pero nunca desleal.",Gabriel García Márquez,https://es.wikipedia.org/wiki/Gabriel_Garc%C3%ADa_M%C3%A1rquez,SOCIEDAD
136,Mira dos veces para ver lo justo. No mires más que una vez para ver lo bello.,Henry F. Amiel,https://es.wikipedia.org/w/index.php?title=Especial:Buscar&search=Henry+F.+Amiel&go=Go&ns0=1&ns100=1&ns104=1,CUALIDADES
137,"Dime y lo olvido, enséñame y lo recuerdo, involúcrame y lo aprendo.",Benjamin Franklin,https://es.wikipedia.org/wiki/Benjamin_Franklin,SENTIMIENTOS
138,Nuestra recompensa se encuentra en el esfuerzo y no en el resultado. Un esfuerzo total es una victoria completa.,Mahatma Gandhi,https://es.wikipedia.org/wiki/Mahatma_Gandhi,PENSAMIENTO Y RAZÓN
139,"Buscamos la felicidad, pero sin saber dónde, como los borrachos buscan su casa, sabiendo que tienen una.",Voltaire,https://es.wikipedia.org/wiki/Voltaire,SENTIMIENTOS
140,"Si has construido castillos en el aire, tu trabajo no se pierde; ahora coloca las bases debajo de ellos.",Henry David Thoreau,https://es.wikipedia.org/wiki/Henry_David_Thoreau,CUALIDADES
141,"La soledad se admira y desea cuando no se sufre, pero la necesidad humana de compartir cosas es evidente.",Carmen Martín Gaite,https://es.wikipedia.org/wiki/Carmen_Mart%C3%ADn_Gaite,TIEMPO
142,"El sabio puede sentarse en un hormiguero, pero sólo el necio se queda sentado en él.",Proverbio chino,https://es.wikipedia.org/w/index.php?title=Especial:Buscar&search=Proverbio+chino&go=Go&ns0=1&ns100=1&ns104=1,MISCELÁNEA
143,El tiempo es el mejor autor: siempre encuentra un final perfecto.,Charles Chaplin,https://es.wikipedia.org/wiki/Charles_Chaplin,MISCELÁNEA
144,"El éxito consiste en obtener lo que se desea. La felicidad, en disfrutar lo que se obtiene.",Emerson,https://es.wikipedia.org/wiki/Emerson,SENTIMIENTOS
145,"Cada uno de los movimientos de todos los individuos se realizan por tres únicas razones: por honor, por dinero o por amor.",Napoleón I,https://es.wikipedia.org/wiki/Napole%C3%B3n_Bonaparte,CUALIDADES
146,"Yo no hablo de venganzas ni perdones, el olvido es la única venganza y el único perdón.",Jorge Luis Borges,https://es.wikipedia.org/wiki/Jorge_Luis_Borges,CUALIDADES
147,"Hay una fuerza motriz más poderosa que el vapor, la electricidad y la energía atómica: la voluntad.",Albert Einstein,https://es.wikipedia.org/wiki/Albert_Einstein,NATURALEZA
148,"Cuando los que mandan pierden la vergüenza, los que obedecen pierden el respeto.",Cardenal de Retz,https://es.wikipedia.org/wiki/Jean-Fran%C3%A7ois_Paul_de_Gondi,SENTIMIENTOS
149,"Así como una jornada bien empleada produce un dulce sueño, así una vida bien usada causa una dulce muerte.",Leonardo Da Vinci,https://es.wikipedia.org/wiki/Leonardo_da_Vinci,SENTIMIENTOS
150,"El amigo leal se ríe con tus chistes, aunque no sean tan buenos, y se conduele de tus problemas aunque no sean tan graves.",Arnold H. Glasow,https://es.wikipedia.org/w/index.php?title=Especial:Buscar&search=Arnold+H.+Glasow&go=Go&ns0=1&ns100=1&ns104=1,SENTIMIENTOS
151,El corazón es un niño: espera lo que desea.,Proverbio ruso,https://es.wikipedia.org/w/index.php?title=Especial:Buscar&search=Proverbio+ruso&go=Go&ns0=1&ns100=1&ns104=1,MISCELÁNEA
